id,project_id,document_id,page_number,field_type,original_text,corrected_text,confidence,corrections,user_validated,created_at,updated_at,field_coordinates
0b79a33e-56d2-41f4-98ce-29086a9b2821,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,60,sheet_number,Ag.ZZ,Ag.ZZ,85.00,[],false,2025-10-01 18:41:01.273529+00,2025-10-01 18:41:01.273529+00,
0b7c853e-e1f8-4ce2-8d90-8494b06e8a38,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,9,sheet_name,ic DUA MiVvoI DL LUMIPF a USE WITHIN THE MIAMI DAI RESCUE JURISDICTION (SY: PS-3I-ZgI-OB-OS) Z. PLACED WITHIN Z4 INCHES I . waI FiRkE AND OIVIVUARL RARRIER. PROTECT,ic DUA MiVvoI DL LUMIPF a USE WITHIN THE MIAMI DAI RESCUE JURISDICTION (SY: PS-3I-ZgI-OB-OS) Z. PLACED WITHIN Z4 INCHES I . waI FiRkE AND OIVIVUARL RARRIER. PROTECT,85.00,[],false,2025-10-02 16:38:03.026161+00,2025-10-02 16:38:03.026161+00,
0bb4aed1-e547-45d4-9d66-f52e0fb8a64f,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,54,sheet_number,umber :,umber :,85.00,[],false,2025-10-02 16:51:25.288591+00,2025-10-02 16:51:25.288591+00,
0c07238a-e61a-430c-b269-0e4712d58c50,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,18,sheet_number,~~ A4.OZ,~~ A4.OZ,85.00,[],false,2025-10-02 16:50:53.65408+00,2025-10-02 16:50:53.65408+00,
0c0a591a-287f-4eb0-85fd-991092aec4db,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,51,sheet_number,\wumber :,\wumber :,85.00,[],false,2025-10-01 18:40:52.334908+00,2025-10-01 18:40:52.334908+00,
0c222d0c-d08f-46e9-a569-344d9a364eb5,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,31,sheet_name,SOR RNE) oIe feI (we) fen,SOR RNE) oIe feI (we) fen,85.00,[],false,2025-10-02 16:38:26.418248+00,2025-10-02 16:38:26.418248+00,
0c740e9e-45a6-4ccf-9f4f-72e9c3015178,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,21,sheet_number,- A4.O3a,- A4.O3a,85.00,[],false,2025-10-01 18:40:25.218503+00,2025-10-01 18:40:25.218503+00,
0c94a93e-aa0a-4a42-8474-eb8933264ef3,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,66,sheet_name,[ypicaI stair DetaiIs,[ypicaI stair DetaiIs,85.00,[],false,2025-10-03 12:40:39.437251+00,2025-10-03 12:40:39.437251+00,
0cb5ec18-959b-4311-8b27-1b2b0d803744,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,8,sheet_name,"Iie DUA MUO DL UUM F kT. IATL VWWVL TALL. (JeI oa I. o meron  ""Go [oth  REoIe wsDcTon or OCC. QUANTITY OCC. NUMBER occ. QUANTITY OCC. Supra IIH PS-3I-ZgI-OB-OS) Z3O SF @ ZOO SF/PERSON   Z. PLACED WITHIN Z4 INCHES g  IB UNIT ""K-A"" ) SF/PERSON Z","Iie DUA MUO DL UUM F kT. IATL VWWVL TALL. (JeI oa I. o meron  ""Go [oth  REoIe wsDcTon or OCC. QUANTITY OCC. NUMBER occ. QUANTITY OCC. Supra IIH PS-3I-ZgI-OB-OS) Z3O SF @ ZOO SF/PERSON   Z. PLACED WITHIN Z4 INCHES g  IB UNIT ""K-A"" ) SF/PERSON Z",85.00,[],false,2025-10-02 16:38:01.882142+00,2025-10-02 16:38:01.882142+00,
0d02ac27-1575-45bf-9371-7f097505cf1c,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,37,sheet_name,EnIarged FI0ring Finish PIan - Ground FI0r - West Side,EnIarged FI0ring Finish PIan - Ground FI0r - West Side,85.00,[],false,2025-10-02 16:51:08.465834+00,2025-10-02 16:51:08.465834+00,
0dbc39b2-ef5c-4061-ae64-d584086b3fbf,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,20,sheet_name,"EnIarged PIans - Guestr0m ""Type King-C- Acce5ibIe""","EnIarged PIans - Guestr0m ""Type King-C- Acce5ibIe""",85.00,[],false,2025-10-01 18:40:24.48609+00,2025-10-01 18:40:24.48609+00,
0e0dd096-1cfc-4e3d-9ebc-22c6102abcb1,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,56,sheet_name,EnIarged Patio TreIIis,EnIarged Patio TreIIis,85.00,[],false,2025-10-02 16:51:27.287179+00,2025-10-02 16:51:27.287179+00,
0e2beb5b-32c6-4ac8-bfd0-4b98e7a3ecf3,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,17,sheet_name,"EnIarged PIans - Guestr0m ""Type King-A""","EnIarged PIans - Guestr0m ""Type King-A""",85.00,[],false,2025-10-02 16:50:52.940318+00,2025-10-02 16:50:52.940318+00,
0f23049f-546f-42af-ab4f-2d6d514e0ce4,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,56,sheet_number,~~ Ag.OZ,~~ Ag.OZ,85.00,[],false,2025-10-03 12:40:28.998564+00,2025-10-03 12:40:28.998564+00,
0f42dbcd-bb2e-4f59-9e05-a8fcf4d23ae9,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,22,sheet_name,"EnIarged PIans - Guestr0m ""DoubIe Queen - A""","EnIarged PIans - Guestr0m ""DoubIe Queen - A""",85.00,[],false,2025-10-02 16:50:57.062335+00,2025-10-02 16:50:57.062335+00,
0fb3251e-8789-4572-9023-3729f7695ccc,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,13,sheet_name,OveraII R0f PIan,OveraII R0f PIan,85.00,[],false,2025-10-01 18:34:27.233174+00,2025-10-01 18:34:27.233174+00,
0fe73f56-9621-4764-b602-c2cd8f04e55c,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,68,sheet_name,ALL AROUND   hE Aaah IO ohRtD WAIER FEMKU  G MEMBRANE  - SPECIFIED SARNAFIL  34SA IL S I  TI SECUREMENT MTL. COUNTERFLASHING : a. OVER FLASHING T HOT-AIR WELD MEMBRANE & UNDER \  'R AND DISC . WELDED ANAAD TLIDECLIAL,ALL AROUND   hE Aaah IO ohRtD WAIER FEMKU  G MEMBRANE  - SPECIFIED SARNAFIL  34SA IL S I  TI SECUREMENT MTL. COUNTERFLASHING : a. OVER FLASHING T HOT-AIR WELD MEMBRANE & UNDER \  'R AND DISC . WELDED ANAAD TLIDECLIAL,85.00,[],false,2025-10-02 16:39:22.735615+00,2025-10-02 16:39:22.735615+00,
0ff1cf31-0b45-4d15-bdd6-89b868f182aa,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,7,sheet_name,OveraII Life Safety PIan - Second FI0r,OveraII Life Safety PIan - Second FI0r,85.00,[],false,2025-10-02 16:50:42.65352+00,2025-10-02 16:50:42.65352+00,
0ff814b9-fbac-4747-b3cb-59ccc7e88141,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,52,sheet_number,ICEL NUITIDCET .,ICEL NUITIDCET .,85.00,[],false,2025-10-01 18:40:53.188686+00,2025-10-01 18:40:53.188686+00,
10e2162b-ff90-410b-8c24-7c37aa4d29e7,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,60,sheet_number,Ag.ZZ,Ag.ZZ,85.00,[],false,2025-10-03 12:40:33.499176+00,2025-10-03 12:40:33.499176+00,
11714594-63c7-48f4-8db8-44eb1b3d3760,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,5,sheet_number,\umber :,\umber :,85.00,[],false,2025-10-01 18:34:19.275022+00,2025-10-01 18:34:19.275022+00,
12118a93-5588-44ba-971b-0ee96fcfe54b,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,46,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:38:50.705823+00,2025-10-02 16:38:50.705823+00,
1213cb1e-b1a2-40bd-a218-9292dd169423,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,14,sheet_name,OveraII RefIected CeiIing PIans - Third thru Sixth & Int. R0f LeveI,OveraII RefIected CeiIing PIans - Third thru Sixth & Int. R0f LeveI,85.00,[],false,2025-10-01 18:34:28.493672+00,2025-10-01 18:34:28.493672+00,
12272c99-c82c-4c49-b480-92798c3a6cc2,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,48,sheet_name,BuiIding Section,BuiIding Section,85.00,[],false,2025-10-02 16:51:19.378926+00,2025-10-02 16:51:19.378926+00,
12289c2e-b89a-46fc-add6-f58b84a190ff,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,63,sheet_name,TypicaI CeiIing DetaiIs,TypicaI CeiIing DetaiIs,85.00,[],false,2025-10-01 18:41:04.224639+00,2025-10-01 18:41:04.224639+00,
1291580d-6ce4-410c-9978-dc82ba4ab523,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,17,sheet_name,"EnIarged PIans - Guestr0m ""Type King-A""","EnIarged PIans - Guestr0m ""Type King-A""",85.00,[],false,2025-10-01 18:34:31.646302+00,2025-10-01 18:34:31.646302+00,
129eca09-af6f-41be-ae86-3e4ec08d5d17,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,43,sheet_number,~ A4.S3,~ A4.S3,85.00,[],false,2025-10-01 18:34:53.09853+00,2025-10-01 18:34:53.09853+00,
13176e92-5789-48ef-93a3-e71ba10945fc,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,61,sheet_name,TypicaI HorizontaI Gypsum Duct EncIosure A5embIy Detai,TypicaI HorizontaI Gypsum Duct EncIosure A5embIy Detai,85.00,[],false,2025-10-02 16:51:32.941164+00,2025-10-02 16:51:32.941164+00,
13b010b6-f143-4665-bf59-03799f88fb54,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,67,sheet_name,TypicaI MisceIIaneous DetaiIs,TypicaI MisceIIaneous DetaiIs,85.00,[],false,2025-10-01 18:35:16.711309+00,2025-10-01 18:35:16.711309+00,
1415bc5a-61fc-4b6f-b1e4-b6e16fae2c00,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,52,sheet_name,GIazing ScheduIe,GIazing ScheduIe,85.00,[],false,2025-10-02 16:51:23.221422+00,2025-10-02 16:51:23.221422+00,
1463588f-f68c-4143-a2d1-f8fa7c0f0028,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,68,sheet_name,TypicaI R0fing DetaiIs,TypicaI R0fing DetaiIs,85.00,[],false,2025-10-01 18:41:09.8478+00,2025-10-01 18:41:09.8478+00,
1477b74c-25d7-40bb-8d5e-dae361fb0c5c,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,41,sheet_name,"MANUFACTURER. VARIATIONS MUST NOT EXCEED I. (TOLERANCE  O"" + IT) . PROVIDE ADEQUATE SUPPORT FOR GUIDE RAIL BRACKETS (INCLUDING DIVIDER BEAMS FOR MULTIPLE ELEVATORS IN A COMMON HOISTWAY) FROM PIT FLOOR TO THE TOP OF THE HOISTWAY AND NOT SPANNING FURTHER THAN ALLOWED BY THE GOVERNING CODE AUTHORITY. FIREPROOFING SHALL BE AFTER INSTALLATION OF BRACKETS.","MANUFACTURER. VARIATIONS MUST NOT EXCEED I. (TOLERANCE  O"" + IT) . PROVIDE ADEQUATE SUPPORT FOR GUIDE RAIL BRACKETS (INCLUDING DIVIDER BEAMS FOR MULTIPLE ELEVATORS IN A COMMON HOISTWAY) FROM PIT FLOOR TO THE TOP OF THE HOISTWAY AND NOT SPANNING FURTHER THAN ALLOWED BY THE GOVERNING CODE AUTHORITY. FIREPROOFING SHALL BE AFTER INSTALLATION OF BRACKETS.",85.00,[],false,2025-10-02 16:38:41.451234+00,2025-10-02 16:38:41.451234+00,
14eda28e-f13a-4307-9646-81ef89140821,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,10,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:38:04.573658+00,2025-10-02 16:38:04.573658+00,
15099f35-ea49-46b6-b1bf-5891e044ce34,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,14,sheet_name,OveraII RefIected CeiIing PIans - Third thru Sixth & Int. R0f LeveI,OveraII RefIected CeiIing PIans - Third thru Sixth & Int. R0f LeveI,85.00,[],false,2025-10-03 12:39:52.689339+00,2025-10-03 12:39:52.689339+00,
154903bc-5a6f-4d13-8530-9ecd7f100732,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,4,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:37:56.59095+00,2025-10-02 16:37:56.59095+00,
1594d714-533d-46a7-9f1f-bddbeaf64b36,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,57,sheet_number,ICEL NUITIDCET .,ICEL NUITIDCET .,85.00,[],false,2025-10-01 18:40:57.982812+00,2025-10-01 18:40:57.982812+00,
15ef4239-051d-435c-b517-a033bf55a46a,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,73,sheet_name,project info :,project info :,85.00,[],false,2025-10-02 16:39:25.658032+00,2025-10-02 16:39:25.658032+00,
169b37f1-4965-4773-ba24-c5190e4b0b8d,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,26,sheet_name,"EnIarged PIans - Guestrrom ""Type DoubIe Queen - D""","EnIarged PIans - Guestrrom ""Type DoubIe Queen - D""",85.00,[],false,2025-10-01 18:34:38.830772+00,2025-10-01 18:34:38.830772+00,
16fe2624-c0e5-441f-b2b1-0385f50ce045,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,52,sheet_name,GIazing ScheduIe,GIazing ScheduIe,85.00,[],false,2025-10-01 18:35:02.092369+00,2025-10-01 18:35:02.092369+00,
170bded2-ffd0-41f7-92c4-6ca57cf1e11d,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,21,sheet_name,"EnIarged PIans - Guestr0m ""Type King-C- Acce5ibIe""","EnIarged PIans - Guestr0m ""Type King-C- Acce5ibIe""",85.00,[],false,2025-10-03 12:39:58.580884+00,2025-10-03 12:39:58.580884+00,
171c200a-ea6b-401e-b941-0dce8b580878,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,56,sheet_number,~~ Ag.OZ,~~ Ag.OZ,85.00,[],false,2025-10-02 16:51:27.212198+00,2025-10-02 16:51:27.212198+00,
174c5f03-c4cc-442c-a88b-ead23a56ba3c,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,62,sheet_number,Ag.Z4,Ag.Z4,85.00,[],false,2025-10-03 12:40:35.758921+00,2025-10-03 12:40:35.758921+00,
17913107-82cd-43a7-bd35-6ab78783d1e0,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,51,sheet_name,sh ScheduIe,sh ScheduIe,85.00,[],false,2025-10-02 16:51:22.363622+00,2025-10-02 16:51:22.363622+00,
17952167-adc3-4dff-a2fe-cb7902929b1d,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,11,sheet_number,~~ AZ.OI,~~ AZ.OI,85.00,[],false,2025-10-01 18:34:25.191791+00,2025-10-01 18:34:25.191791+00,
185fa645-7534-4e63-bb1f-aba39a73d10b,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,25,sheet_name,"EnIarged PIans - Guestr0m ""Type DoubIe Queen -C- Acce5ibIe""","EnIarged PIans - Guestr0m ""Type DoubIe Queen -C- Acce5ibIe""",85.00,[],false,2025-10-01 18:40:28.532287+00,2025-10-01 18:40:28.532287+00,
18a001b3-e2aa-44de-a0d5-72080f41431a,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,9,sheet_number,~~ AI.O4,~~ AI.O4,85.00,[],false,2025-10-03 12:39:47.174161+00,2025-10-03 12:39:47.174161+00,
193ec16b-1698-4fcc-99e0-2002f3bf95b4,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,15,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:38:11.007024+00,2025-10-02 16:38:11.007024+00,
